Marke,Modell,url,country,date,Zustand,Garantie,Angebotsnummer,Außenfarbe,Lackierung,Farbe laut Hersteller,Innenausstattung,Karosserieform,Anzahl Türen,Sitzplätze,Schlüsselnummer,Getriebeart,Gänge,Hubraum,Kraftstoff,Schadstoffklasse,haendler,privat,ort,price,ausstattung_liste,Erstzulassung,Zylinder,Leergewicht
Cupra,Formentor,/angebote/cupra-formentor-cupra-formentor-2-0tsi-dsg-4x4-310ps-n-benzin-grau-79792450-5fea-44e0-84f1-9ad481d22aea?,Deutschland,2020-10-23 09:37:16.641068,Vorführfahrzeug,0,460306KIR,Grau,0,Graphene Grau,"Stoff, Grau",SUV/Geländewagen/Pickup,5.0,5.0,7593/ARG,Automatik,0.0,1.984 cm³,Super 95,Euro 6d-TEMP,True,False,51381 Leverkusen,44890.0,"['', 'ABS', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Scheinwerfer', 'Lichtsensor', 'Lordosenstütze', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre']",2020.0,4.0,0
Cupra,Leon,/angebote/cupra-leon-2-0-tsi-cupra-blau-da2b9679-1f00-4017-a12e-42937d00a8be?,Deutschland,2020-10-19 21:47:00.043689,Gebraucht,0,039735,Blau,Metallic,Mystery Blau,"Alcantara, Sonstige",Limousine,5.0,5.0,7593/AMF,Automatik,7.0,1.984 cm³,Normal/Benzin 91 / Super Plus 98,Euro 6,True,False,95145 Oberkotzau,29490.0,"['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Panoramadach', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Soundsystem', 'Sportfahrwerk', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung']",2018.0,4.0,0
DS Automobiles,DS 3,/angebote/ds-automobiles-ds-3-ds3-crossback-so-chic-puretech-130-automatik-benzin-gold-0a76815b-91c3-4160-9cf2-ef9f56b298f9?,Deutschland,2020-10-21 14:49:07.456790,Vorführfahrzeug,12 Monate,KW065504,Gold,Metallic,Imperial-Gold,"Vollleder, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,1889/ABK,Automatik,0.0,1.199 cm³,Super 95 (Rußpartikelfilter),Euro 6d,1,0,70376 Stuttgart,30999.0,"['', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Gepäckraumabtrennung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Head-up display', 'Induktionsladen für Smartphones', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Scheinwerfer', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Massagesitze', 'Navigationssystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Sicherheit', 'Soundsystem', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tempomat', 'Totwinkel-Assistent', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Zentralverriegelung']",2019.0,3.0,1.280 kg
DS Automobiles,DS 3 Crossback,/angebote/ds-automobiles-ds-3-crossback-bluehdi-100-s-s-manuell-so-chic-diesel-grau-9cf165ff-8393-41ef-b619-407761168d05?,Oesterreich,2020-10-22 22:32:41.030277,Gebraucht,0,2-75704,Grau,0,GRAU,"Stoff, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,0,Schaltgetriebe,6.0,1.499 cm³,Diesel (Rußpartikelfilter),0,True,False,1230 Wien,21890.0,"['', 'Beifahrerairbag', 'Berganfahrassistent', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung']",2019.0,0.0,1.235 kg
DS Automobiles,DS 7 Crossback,/angebote/ds-automobiles-ds-7-crossback-ds7-crossback-e-tense-hybrid-4x4-be-chic-s-s-eu-elektro-benzin-blau-c67445b3-5b7e-4ea9-a930-e29633ed093e?,Deutschland,2020-10-21 14:49:12.586222,Vorführfahrzeug,12 Monate,KY187523,Blau,Metallic,Encre-Blau,"Vollleder, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,1889/ABQ,Automatik,0.0,1.598 cm³,Strom,Euro 6d,1,0,70376 Stuttgart,57990.0,"['', '360° Kamera', 'Abstandstempomat', 'Alufelgen', 'Ambientebeleuchtung', 'Beifahrerairbag', 'Berganfahrassistent', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Induktionsladen für Smartphones', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Scheinwerfer', 'Lichtsensor', 'Lordosenstütze', 'Massagesitze', 'Müdigkeitswarnsystem', 'Nachtsicht-Assistent', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Radio', 'Regensensor', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Zentralverriegelung']",2020.0,4.0,2.061 kg
Dacia,Dokker,/angebote/dacia-dokker-tce-115-euro-6-klima-navi-ahk-benzin-weiss-b57c366e-89d1-4df9-a7bd-e184f0350e2a?,Deutschland,2020-10-21 14:35:46.436268,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Weiß,0,WEISS GLACIER,"Stoff, Schwarz",Van/Kleinbus,4.0,5.0,0,Schaltgetriebe,5.0,1.332 cm³,Benzin,Euro 6,1,0,97230 Estenfeld,8500.0,"['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Komfort', 'Navigationssystem', 'Radio', 'Reifendruckkontrollsystem', 'Schiebetür', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2016.0,4.0,0
Dacia,Duster,/angebote/dacia-duster-tce-100-4x2-lpg-ice-klima-pdc-sonderpreis-autogas-lpg-rot-365cbf48-17c3-4594-a3fb-da3dc5481c34?,Deutschland,2020-10-20 16:20:12.257418,Neu,0,13991_LWL,Grau,Metallic,Kalahari Rot Metallic,"Stoff, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,0,Schaltgetriebe,5.0,0,Flüssiggas/Autogas (LPG),Euro 6,1,0,82515 Wolfratshausen,13456.0,"['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Katalysator', 'Klimaanlage', 'Komfort', 'MP3', 'Multifunktionslenkrad', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",0.0,0.0,0
Dacia,Lodgy,/angebote/dacia-lodgy-stepway-tce-130-7-sitzer-sitzheizung-kamera-benzin-rot-8d5e691a-cb94-45d1-96b8-ca8ac7a64daf?,Deutschland,2020-10-21 13:44:06.538525,Tageszulassung,0,DZW439,Rot,Metallic,Iron Blau,Stoff,Van/Kleinbus,5.0,7.0,0,Schaltgetriebe,6.0,1.332 cm³,Super 95 (Rußpartikelfilter),Euro 6d-TEMP,1,0,66386 St. Ingbert,17590.0,"['', 'ABS', 'Android Auto', 'Apple CarPlay', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'E10-geeignet', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Isofix', 'Klimaanlage', 'Komfort', 'LED-Tagfahrlicht', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Navigationssystem', 'Nebelscheinwerfer', 'Pannenkit', 'Radio', 'Reifendruckkontrollsystem', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Sprachsteuerung', 'Stahlfelgen', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung']",2020.0,0.0,1.318 kg
Dacia,Logan,/angebote/dacia-logan-mcv-laureate-tce-90-easy-r-klima-navi-einparkhilf-benzin-grau-8e0f9d9d-03b5-4e2b-849a-cb5caab144ed?,Deutschland,2020-10-21 15:21:17.441381,Gebraucht,0,45584,Braun,Metallic,Kometen Grau,Stoff,Kombi,5.0,5.0,0,Schaltgetriebe,5.0,898 cm³,Benzin,Euro 6,1,False,2500 Baden,9950.0,"['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'LED-Tagfahrlicht', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2018.0,0.0,1.180 kg
Dacia,Sandero,/angebote/dacia-sandero-1-2-16v-pickerl-neu-benzin-blau-570ff6d4-0b0a-4ab1-b676-57278ac63737?,Deutschland,2020-10-22 20:33:09.653506,Gebraucht,0,0,Blau,0,0,Stoff,Limousine,5.0,5.0,8212/AAU,Schaltgetriebe,5.0,1.149 cm³,Benzin,Euro 4,True,False,9556 Liebenfels,2450.0,"['', 'ABS', 'Beifahrerairbag', 'Berganfahrassistent', 'CD', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Radio', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Stahlfelgen', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2009.0,4.0,1.050 kg
Daihatsu,Sirion,/angebote/daihatsu-sirion-1-3-allrad-4wd-benzin-silber-229eeeba-4bc7-4786-9b48-229673e4b5d0?,Oesterreich,2020-10-20 16:11:23.648996,Gebraucht,0,0,Silber,Metallic,0,"Stoff, Schwarz",Limousine,5.0,5.0,0,Schaltgetriebe,5.0,1.298 cm³,Benzin,Euro 4,1,0,8784 Trieben,4700.0,"['', 'ABS', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank']",2010.0,4.0,980 kg
Daihatsu,Terios,/angebote/daihatsu-terios-1-3-44-1hand-ahk-guter-zustand-benzin-violett-8d0aac24-d7f2-4b12-8250-46589a89238a?,Deutschland,2020-10-20 16:23:44.565657,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Violett,0,0,"Stoff, Sonstige",SUV/Geländewagen/Pickup,4.0,5.0,1695/001,Schaltgetriebe,0.0,1.296 cm³,Benzin,Euro 4,1,0,76761 Rülzheim,1399.0,"['', 'Anhängerkupplung', 'Extras', 'Radio', 'Unterhaltung/Media']",2001.0,0.0,0
Daihatsu,Trevis,/angebote/daihatsu-trevis-1-benzin-rot-b47648b2-355b-3d40-e053-0100007f7f8f?,Deutschland,2020-10-22 19:41:34.111951,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Rot,0,0,0,Limousine,5.0,4.0,7111/AAI,Schaltgetriebe,5.0,989 cm³,Benzin,Euro 4,False,True,40589 Düsseldorf,2500.0,"['', 'ABS', 'Allwetterreifen', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'CD', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'MP3', 'Nebelscheinwerfer', 'Radio', 'Reserverad', 'Servolenkung', 'Sicherheit', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2007.0,3.0,790 kg
Dodge,Caliber,/angebote/dodge-caliber-2-0-crd-sxt-diesel-schwarz-904c807a-4c27-4d29-9438-54b70289328b?,Deutschland,2020-10-19 21:26:26.345080,Gebraucht,0,0,Schwarz,Metallic,0,0,Kombi,5.0,5.0,1004/ABC,Schaltgetriebe,6.0,1.968 cm³,Diesel (Rußpartikelfilter),Euro 4,True,False,16515 Oranienburg bei Berlin,1890.0,"['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Isofix', 'Katalysator', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Tempomat', 'Traktionskontrolle', 'Umklappbarer Beifahrersitz', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",2007.0,4.0,1.500 kg
Dodge,Challenger,/angebote/dodge-challenger-5-7l-v8-schalter-leder-klima-tuev-neu-benzin-weiss-fcbf54f0-7a2c-4a4e-828e-1d74fd69de5d?,Deutschland,2020-10-19 21:14:38.690321,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,12 Monate,0,Weiß,0,0,"Vollleder, Schwarz",Coupé,2.0,5.0,0,Automatik,6.0,5.654 cm³,Benzin,Euro 6,True,False,74865 Neckarzimmern,26990.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Ambientebeleuchtung', 'Armlehne', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Scheinwerferreinigung', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Soundsystem', 'Spoiler', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Umklappbarer Beifahrersitz', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",2016.0,8.0,1.934 kg
Dodge,RAM,/angebote/dodge-ram-1500-hemi-5-7-laramie-4x4-vollausstattung-benzin-schwarz-bb090a26-ed7e-41e7-95c1-2be9c5a098d6?,Deutschland,2020-10-19 20:39:24.219846,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,0,"Vollleder, Schwarz",SUV/Geländewagen/Pickup,2.0,5.0,0,Automatik,0.0,5.700 cm³,Benzin,Euro 6,True,False,85748 Garching bei München,34980.0,"['', 'ABS', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzbelüftung', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung']",2017.0,0.0,0
Ferrari,458,/angebote/ferrari-458-speciale-ferrari-frankfurt-benzin-rot-10754127-2dab-4b45-8133-c8d194b604a0?,Deutschland,2020-10-20 16:13:23.341242,Gebraucht,0,KEG,Rot,0,Rosso Corsa,"Alcantara, Schwarz",Coupé,2.0,2.0,0,Automatik,7.0,4.497 cm³,Benzin,0,1,0,60326 Frankfurt,319800.0,"['', 'ABS', 'Alarmanlage', 'Bluetooth', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Schaltwippen', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer']",2015.0,8.0,0
Ferrari,488,/angebote/ferrari-488-pista-ferrari-frankfurt-benzin-rot-548b69e8-b4ed-4a2e-ae08-c7cd9007acb7?,Deutschland,2020-10-20 16:14:20.026116,Gebraucht,0,KOH,Rot,0,Rosso Corsa,"Alcantara, Schwarz",Coupé,2.0,2.0,0,Automatik,7.0,3.902 cm³,Benzin,0,1,0,60326 Frankfurt,339800.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lederlenkrad', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Start/Stop-Automatik', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2019.0,8.0,0
Ferrari,599,/angebote/ferrari-599-gtb-carbon-f1-20zoll-schalensitze-carbon-benzin-grau-277cd570-84b6-46ae-8167-03a1133bb937?,Deutschland,2020-10-21 15:39:47.304236,Gebraucht,0,0,Grau,Metallic,Grigio Silverstone 740,"Vollleder, Grau",Coupé,2.0,0.0,4019/AAD,Automatik,0.0,5.999 cm³,Benzin,Euro 4,1,0,99765 Urbach,98480.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer']",2007.0,0.0,0
Ferrari,812,/angebote/ferrari-812-superfast-benzin-rot-07fa930f-da90-4758-97e7-d12a2002bf5b?,Oesterreich,2020-10-23 08:22:44.340387,Gebraucht,0,0,Rot,0,rosso 70 Anni,"Alcantara, Beige",Coupé,2.0,2.0,0,Automatik,7.0,0,Benzin,0,True,False,2331 Vösendorf,449880.0,"['', '360° Kamera', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Luftfederung', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Schaltwippen', 'Scheinwerferreinigung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Soundsystem', 'Sportsitze', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2020.0,12.0,0
